product_type,name,brandName,stockStatus,description.short,description.complete,genderLabel,department,pricing.regularPrice.value,pricing.finalPrice.value,pricing.retailPrice.value
SimpleProduct,"Havaianas Brazil Logo Flip Flops, Brand Size 35/36 ( US Size 5 )",Havaianas,IN_STOCK,Havaianas 41108500869 Mens,"Havaianas Sandals. SKU: 41108500869. Color: Green. Havaianas Brazil Logo Flip Flops. The flip-flops feature a logo on the strap, an open-toe, slip-on style, a brick pattern on the outer sole, and a durable rubber sole that is both resistant and heat-resistant. Outsole: 100% Rubber. Made in Brazil. <br/><br/><b>Please visit the brand website for sizing information.</b>",Mens,Shoes,26.99,15.0,34.0
SimpleProduct,Christian Louboutin Unisex Mini Set Gift Set Fragrances 8435415059145,Christian Louboutin,IN_STOCK,Christian Louboutin 8435415059145 Unisex,"<p>Discover the captivating allure of the Christian Louboutin Mini Set, a luxurious unisex fragrance collection designed to enchant your senses. Crafted by the renowned fashion house Christian Louboutin, this exclusive gift set is perfect for anyone who appreciates the finer things in life.</p>\n\n<p>The Mini Set features three enchanting Eau de Parfum Intense fragrances, each in a convenient 9ml bottle. The set includes Loubicharme, Loubiprince, and Loubiluna, each carefully curated to offer a unique and memorable scent experience.</p>\n\n<p>Loubicharme exudes an aura of mystery and seduction, perfect for evening wear. Loubiprince combines regal elegance with a touch of modernity, making it ideal for any occasion. Loubiluna captures the essence of a moonlit night, with a blend of enchanting and soothing notes that transport you to a realm of tranquility.</p>\n\n<p>As a unisex gift set, the Christian Louboutin Mini Set is a versatile and thoughtful present for anyone who loves high-quality fragrances. Each scent is designed to complement a wide range of styles and personalities, making it a perfect addition to any fragrance collection.</p>\n\n<p>With its chic and travel-friendly design, this Mini Set allows you to take the luxury of Christian Louboutin wherever you go. The elegant packaging also makes it a stunning gift for loved ones or a well-deserved treat for yourself.</p>\n\n<p>Please note that this item is only available for shipment within the Contiguous United States & Canada. Indulge in the exquisite world of Christian Louboutin fragrances with the Mini Set, and elevate your scent game to a whole new level.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Unisex,Fragrances,139.99,96.75,215.0
SimpleProduct,Breitling Superocean Heritage II Chronograph Automatic Blue Dial Men's Watch AB0162121C1S1,Breitling,IN_STOCK,Breitling AB0162121C1S1 Mens,"Stainless steel case with a black rubber (aero classic) strap. Uni-directional rotating stainless steel bezel with a black ceramic top ring. Blue dial with luminous silver-tone arrow-shaped hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between the 4 and 5 o'clock positions. Chronograph - three sub-dials displaying: 60 second, 30 minute and 12 hours. Breitling calibre 01 automatic movement, containing 47 Jewels, composed of 346 parts, bitting at 28800 vph, and has a power reserve of approximately 70 hours. Scratch resistant sapphire crystal. Screw locked crown. Solid case back. Round case shape. Case size: 44 mm. Case thickness: 15.50 mm. Band width: 22 mm / 20 mm. Fold over clasp with a safety release. Water resistant at 200 meters / 660 feet. Functions: chronograph, column wheel, date, hour, minute, second, chronometer. Luxury watch style. Watch label: Swiss Made. Breitling Superocean Heritage II Chronograph Automatic Blue Dial Men's Watch AB0162121C1S1.",Mens,Watches,8508.99,6250.0,8850.0
GroupedProduct,Jennifer Lopez Live Luxe Ladies EDP,,OUT_OF_STOCK,,,Unisex,,29.99,16.99,0.0
SimpleProduct,Gucci Brown Shield Unisex Sunglasses GG1561S 002 99,Gucci,IN_STOCK,Gucci GG1561S 002 99 Unisex,Gucci Sunglasses. Series number: GG1561S. Color code: 002. Shape: Shield. Lens Width: 99 mm. Lens Bridge: 1 mm. Arm Length: 115 mm. 100% UV protection. Non-Polarized. Frame Material: Metal. Frame Color: Gold. Lenses Type: Brown. Rim Style: Semi-Rimless. UPC/EAN code: 889652473208. Gucci Brown Shield Unisex Sunglasses GG1561S 002 99. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Unisex,Sunglasses,545.99,279.99,650.0
SimpleProduct,Tissot T-Classic Tradition Perpetual Calendar Men's Watch T0636371106700,Tissot,OUT_OF_STOCK,Tissot T063.637.11.067.00 Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Anthracite dial with silver-tone hands and index hour markers. An Arabic numeral marks the 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. Perpetual calendar. Four displays showing: seconds, date, month and day of the week. ETA caliber G15.561 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case size: 42 mm. Case thickness: 11 mm. Round case shape. Band width: 20 mm. Band length: 8 inches. Butterfly clasp. Water resistant at 30 meters / 100 feet. Functions: month, date, day, hour, minute, second, perpetual calendar. Casual watch style. Watch label: Swiss Made. Item Variations: T063 637 11 067 00, T063-637-11-067-00, T063/637/11/067/00, T0636371106700. Tissot T-Classic Tradition Perpetual Calendar Men's Watch T0636371106700.",Mens,Watches,400.99,295.0,495.0
SimpleProduct,Stuhrling Original Aquadiver Quartz Black Dial Men's Watch M18248,Stuhrling Original,IN_STOCK,Stuhrling Original M18248 Mens,"Mens Diver Alloy Silver case Black Nylon strap. Black Dial, Black Rotating Bezel Black alloy case with a black nylon strap. Black alloy bezel. Black dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Quartz movement. Round case shape, case size: 44 mm. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Aquadiver Series. Dive watch style. Stuhrling Original Aquadiver Quartz Black Dial Men's Watch M18248.",Mens,Watches,332.99,95.0,475.0
SimpleProduct,Cartier Tank Divan 18kt Yellow Gold Diamond Men's Watch WA301170,Cartier,OUT_OF_STOCK,Cartier WA301170 Mens,18kt yellow gold case set with round-cut diamonds. Burgunday alligator strap. 18kt yellow gold octagonal crown set with a diamond. Silvered sunray effect dial. Roman numeral hour markers. Sword-shaped blued steel hands. 18kt yellow gold ardillon buckle set with diamonds. Quartz movement. Water resistant at 30 meters (100 feet). Cartier Tank Divan 18kt Yellow Gold Diamond Men's Watch WA301170,Mens,Watches,26820.0,26820.0,27800.0
SimpleProduct,Hugo Boss Demo Square Men's Eyeglasses HG1273 07XM 53,Hugo Boss,IN_STOCK,Hugo Boss HG1273 07XM 53 Mens,Hugo Boss Eyeglasses. Series number: HG1273. Color code: 07XM. Shape: Square. Lens Width: 53 mm. Lens Bridge: 18 mm. Arm Length: 145 mm. Frame Material: Metal. Frame Color: Matte Palladium/Blue. Lenses Type: Demo. Rim Style: Full-Rim. UPC/EAN code: 716736863290. Hugo Boss Demo Square Men's Eyeglasses HG1273 07XM 53. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Mens,Eyeglasses,139.99,39.99,175.0
SimpleProduct,Salvatore Ferragamo Demo Square Ladies Eyeglasses SF2952 219 53,Ferragamo,IN_STOCK,Ferragamo SF2952 219 53 Ladies,Salvatore Ferragamo Eyeglasses. Series number: SF2952. Color code: 219. Shape: Square. Lens Width: 53 mm. Lens Bridge: 19 mm. Arm Length: 140 mm. Frame Material: Plastic. Frame Color: Havana. Lenses Type: Demo. Rim Style: Full-Rim. UPC/EAN code: 886895584876. Salvatore Ferragamo Demo Square Ladies Eyeglasses SF2952 219 53. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Womens,Eyeglasses,182.99,64.99,269.0
SimpleProduct,Le Vian Ladies Chocolate Diamonds Fashion Ring in 14k Strawberry Gold,Le Vian,IN_STOCK,Le Vian R17970BRN Ladies,"Le Vian Ring featuring 1/3 cts. Chocolate Diamonds , 1/3 cts. Vanilla Diamonds set in 14K Strawberry Gold Le Vian Ladies Rings. LE VIAN CHOCOLATE DIAMONDS series. SKU: R17970BRN. Barcode: 886589593986. Color: Brown. Metal Type: Gold. Metal Stamp: 14k. Gem stone type: Diamond. Stone weight: 0.002ct. Number of stones: 159. Stone clarity: SI2. Stone shape: Round. Stone color: H-I. Ring style: Fashion. Le Vian Ladies Fashion Ring in 14k Strawberry Gold.",Womens,Jewelry,2721.99,924.99,3548.0
SimpleProduct,Breitling Transocean Chronograph Automatic Chronometer Black Dial Men's Watch UB015212-BC74SS,Breitling,OUT_OF_STOCK,Breitling UB015212-BC74SS Mens,"Silver-tone stainless steel case and bracelet. Fixed 18kt rose gold bezel. Black dial with rose gold-tone hands and index hour markers. Minute markers. Tachymeter  around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Chronograph - three sub-dials displaying:  60 second, 30 minute and 12 hour. Breitling Calibre 01 Automatic movement, containing 47 Jewels, composed of 346 parts, bitting at 28800 vph, and has a power reserve of approximately 70 hours. Scratch resistant sapphire crystal. Pull / push crown. Skeleton case back. Round case shape, case size: 43 mm, case thickness: 14.35 mm. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, chronometer, date, hour, minute, second. Transocean Chronograph Series. Luxury watch style. Watch label: Swiss Made. Item Variations: UB015212 BC74SS, UB015212.BC74SS, UB015212BC74SS. Breitling Transocean Chronograph Automatic Chronometer Black Dial Men's Watch UB015212-BC74SS.",Mens,Watches,9344.99,6500.0,9695.0
SimpleProduct,Fragrance World Unisex Divin Asylum EDP Spray 3.38 oz Fragrances 6291108326190,Fragrance World,IN_STOCK,Fragrance World 6291108326190 Unisex,"<p>Experience the captivating allure of Fragrance World with Divin Asylum, a unisex fragrance that perfectly balances sophistication and mystery. This Eau de Parfum (EDP) spray, available in a generous 3.38 oz size, is designed to leave a lasting impression.</p>\n\n<p>Opening with a vibrant blend of grapefruit, bergamot, lemon, galbanum, and lime, the top notes of Divin Asylum are fresh and invigorating. These citrusy accords provide an energetic burst that awakens the senses.</p>\n\n<p>The heart of this exquisite fragrance reveals a floral and spicy melody. Notes of lily of the valley, rose, vetiver, pink pepper, blackcurrant, jasmine, and cedar intertwine to create a complex and enticing aroma. This harmonious blend evokes feelings of elegance and charm.</p>\n\n<p>As the fragrance settles, the base notes of vanilla, incense, leather, and amber emerge, adding depth and warmth. These rich and sensual notes ensure that Divin Asylum leaves a memorable and enduring trail.</p>\n\n<p>Crafted by the renowned design house Fragrance World, Divin Asylum is more than just a scent—it's an experience. The unisex appeal makes it a versatile choice, perfect for any occasion.</p>\n\n<p>Whether you're looking to treat yourself or searching for the perfect gift, Divin Asylum by Fragrance World is sure to impress. Please note that this item is only available for shipment within the Contiguous United States and Canada.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Unisex,Fragrances,56.99,39.99,70.0
SimpleProduct,Polaroid Polarized Bronze Butterfly Ladies Sunglasses PLD 4132/S/X 0S2N/SP 53,Polaroid,IN_STOCK,Polaroid PLD 4132/S/X 0S2N/SP 53 Ladies,Polaroid Sunglasses. Series number: PLD 4132/S/X. Color code: 0S2N/SP. Shape: Butterfly. Lens Width: 53 mm. Lens Bridge: 19 mm. Arm Length: 145 mm. 100% UV protection. Polarized. Frame Material: Plastic. Frame Color: Violet/Bege. Lenses Type: Polarized Bronze. Rim Style: Full-Rim. UPC/EAN code: 827886046720. Polaroid Polarized Bronze Butterfly Ladies Sunglasses PLD 4132/S/X 0S2N/SP 53. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Womens,Sunglasses,75.99,19.99,90.0
GroupedProduct,Xerjoff Symphonium Unisex EDP,,OUT_OF_STOCK,,,Unisex,,14.99,10.99,0.0
SimpleProduct,Longines Prima Luna Automatic Diamond Ladies Watch L8.111.4.98.6,Longines,IN_STOCK,Longines L8.111.4.98.6 Ladies,"Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. Blue mother of pearl dial with silver-tone hands and diamond hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Longines Calibre L592 Automatic movement, based upon ETA A20.L01, containing 22 Jewels, bitting at 28800 vph, and has a power reserve of approximately 40 hours. Scratch resistant sapphire crystal. Solid case back. Round case shape, case size: 26 mm, case thickness: 8.8 mm. Deployment with push button release clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Additional Info: original box, international warranty card, manual (complete accessories). Prima Luna Series. Luxury watch style. Watch label: Swiss Made. Longines Prima Luna Automatic Diamond Ladies Watch L8.111.4.98.6.",Womens,Watches,1831.99,1499.0,2200.0
SimpleProduct,Tumi Reading Oval Men's Eyeglasses VTU801 BLA 50 +2.00,Tumi,IN_STOCK,Tumi VTU801 BLA 50 +2.00 Mens,Tumi Eyeglasses. Series number: VTU801. Color code: BLA. Shape: Oval. Lens Width: 50 mm. Lens Bridge: 20 mm. Arm Length: 150 mm. Frame Material: Acetate. Frame Color: Black. Lenses Type: Reading. Rim Style: Full-Rim. UPC/EAN code: 751286357417. Tumi Reading Oval Men's Eyeglasses VTU801 BLA 50 +2.00. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Mens,Eyeglasses,105.99,29.99,135.0
SimpleProduct,Rolex Day-Date Aventurine Dial Automatic Chronometer Diamond Unisex Watch 128235-0068,Rolex,IN_STOCK,Rolex 128235-0068 Unisex,"Rose gold-tone 18kt rose gold case with a rose gold-tone 18kt rose gold president bracelet. Fixed rose gold-tone 18kt rose gold bezel. Green aventurine dial with rose gold-tone hands and diamond hour markers. Dial Type: Analog. Date display at the 3 o'clock position. Rolex Calibre 3255 Automatic movement, based upon Rolex 3035, containing 31 Jewels, bitting at 28800 vph, and has a power reserve of approximately 70 hours. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 36 mm. Crown clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second, chronometer, shock resistant, magnetic resistant. Additional Info: original box, manual (complete accessories). Day-date Series. Luxury watch style. Watch label: Swiss Made. Rolex Day-Date Automatic Chronometer Diamond Unisex Watch 128235-0068.",Unisex,Watches,59000.0,59000.0,59000.0
SimpleProduct,Montblanc Meisterstuck Gold-Coated Rollerball Pen,Montblanc,IN_STOCK,Montblanc 132457 Unisex,"Montblanc Rollerball. Meisterstuck series. SKU: 132457. Barcode: 4062037133812. Color: Black. Size: 5.39 x 0.49"". Montblanc Meisterstuck Gold-Coated Rollerball Pen. The Meisterstuck Classique, crafted from deep black precious resin and adorned with gold-coated details, featuring the iconic white star emblem, has become a hallmark of distinctive design.",Unisex,Luxury Pens,485.74,485.74,530.0
GroupedProduct,Salvatore Ferragamo Foreste di Seta Unisex EDP,,OUT_OF_STOCK,,,Unisex,,28.99,24.99,0.0
SimpleProduct,Omega Seamaster Planet Ocean Black Dial Coke Bezel Men's Watch 215.92.46.22.01.003,Omega,IN_STOCK,Omega 215.92.46.22.01.003 Mens,"Black ceramic case with a black and red nylon covered black rubber strap. Uni-directional rotating stainless steel bezel with a black and red (coke) ceramic ring. Black zirconium oxide dial with luminous silver-tone arrow-shaped hands and index hour markers. Arabic numerals mark the 6, 9 and 12 o'clock positions. Minute markers. 24 hour markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Omega calibre 8906 automatic movement, based upon Omega 8900, containing 39 Jewels, bitting at 25200 vph, and has a power reserve of approximately 60 hours. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape. Case size: 45.5 mm. Case thickness: 17.6 mm. Band width: 22 mm. Band length: 7 inches. Deployment clasp. Water resistant at 600 meters / 2000 feet. Functions: date, GMT, second time zone, hour, minute, second, co-axial escapement, chronometer. Seamaster Planet Ocean Series. Luxury watch style. Watch label: Swiss Made. Omega Seamaster Planet Ocean Black Dial Coke Bezel Men's Watch 215.92.46.22.01.003.",Mens,Watches,10155.99,8350.0,12300.0
SimpleProduct,"Ginori 1735 Large Espresso Saucer, Vecchio Ginori Shape",Ginori 1735,IN_STOCK,Ginori 1735 002RG00 FPT301010150B00000000,"Ginori 1735. Large Coffee Saucer. Vecchio Ginori Shape. Manufacturer #: 002RG00 FPT301010150B00000000. Size: 6""; 15cm. Collection: Vecchio Ginori. Vecchio Ginori is an iconic collection bringing back the raised ""woven basket"" motif, inspired by the ""neu-ozier"" rims, the type of border known as ""Saxon style"". Material: Porcelain. Care: Dishwasher and microwave safe. Made in Italy.",Unisex,Flatware & Tableware,24.99,19.99,30.0
SimpleProduct,Reyane Tradition Men's Insurrection II Emperor EDT Spray 3.0 oz Fragrances 3700066703125,Reyane Tradition,IN_STOCK,Reyane Tradition 3700066703125 Mens,"<p>Introducing the Reyane Tradition Men's Insurrection II Emperor EDT Spray, a captivating fragrance launched in 2023. This exquisite scent, part of the Chypre family, is perfect for those who appreciate a unique and refined aroma. Expertly crafted by the niche fragrance brand, Reyane Tradition, this perfume offers a sophisticated olfactory experience that sets you apart from the crowd.</p>\n\n<p>The top notes of Insurrection II Emperor open with a vibrant blend of pink pepper, currant buds, and Sicilian bergamot, creating an invigorating and refreshing start. As the fragrance develops, the heart notes reveal an intriguing mix of clary sage, pineapple, and jasmine, adding a touch of elegance and complexity. Finally, the base notes of Indonesian patchouli leaf, moss, and bourbon vanilla provide a warm, lasting finish that lingers on the skin.</p>\n\n<p>Packaged in a sleek 3.0 oz bottle, this Eau de Toilette (EDT) spray is designed for the modern man who values both style and substance. The barcode for this product is 3700066703125, ensuring its authenticity and quality. Please note that this item is only valid for shipment within the Contiguous United States & Canada.</p>\n\n<p>Elevate your fragrance collection with Reyane Tradition Men's Insurrection II Emperor EDT Spray. Its sophisticated blend of notes makes it an ideal choice for any occasion, leaving a lasting impression wherever you go.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Mens,Fragrances,53.99,23.99,70.0
SimpleProduct,Nanette Lepore Ladies Luna Body Mist 8 oz Bath & Body 819029014390,Nanette Lepore,IN_STOCK,Nanette Lepore 819029014390 Ladies,"Luna's enchanting scent is both engaging and smooth. The dark notes will awaken your senses and keep you feeling fearless in every step you take. Top Notes: Mandarin, lemon, and aquatics. Middle Notes: Rose petals, water lily, and jasmine. Base Notes: Blond woods, celestial musks. Design house: Nanette Lepore. Design house category: fashion. Design house country: United States. Series: Luna. Gender: Ladies. Category: Bath & Body. SubType: Mist. Beauty group: Body. Size: 8 oz. Barcode: 819029014390. Nanette Lepore Ladies Luna Body Mist 8 oz Bath & Body 819029014390. <br/><br/> This item is only valid for shipment in the Contiguous United States & Canada.",Womens,,18.99,14.0,25.0
SimpleProduct,Porsamo Bleu Preston Quartz Blue Dial Men's Watch 1036APRS,Porsamo Bleu,IN_STOCK,Porsamo Bleu 1036APRS Mens,"Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. Blue dial with silver-tone hands and index hour markers. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape, case size: 41 mm, case thickness: 13 mm. Band width: 22 mm. Deployment with push button release clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. Preston Series. Luxury watch style. Watch label: Japan Movt. Porsamo Bleu Preston Quartz Blue Dial Men's Watch 1036APRS.",Mens,Watches,897.99,226.0,1300.0
GroupedProduct,Acqua Di Parma Blu Mediterraneo Chinotto Di Liguria Unisex EDT,,OUT_OF_STOCK,,,Unisex,,41.99,24.99,0.0
ConfigurableProduct,Hugo Boss Boys Logo-Print Cotton T-Shirt,Hugo Boss,IN_STOCK,Hugo Boss J51207-269 Boys,"Hugo Boss Boys Tops. Fashion category: T-Shirts & Henleys. SKU: J51207-269. Color: Cookie. Hugo Boss Boys Logo-Print Cotton T-Shirt. This t-shirt is made of cotton with a jersey texture, featuring a horizontal stripe pattern, logo print at the chest, crew neck, short sleeves, and a straight hem. 100% Cotton.",Boys,Clothing,56.55,34.98,100.0
SimpleProduct,Pre-owned Omega De Ville Prestige Automatic Chronometer Silver Dial Men's Watch 424.13.40.20.02.001,Omega,IN_STOCK,Omega 424.13.40.20.02.001 Mens,"Silver-tone stainless steel case with a black/grey NATO strap band. Fixed silver-tone stainless steel bezel. Silver dial with silver-tone hands and index hour markers. Roman numerals mark the 3, 6, 9 and 12 o'clock positions. Dial Type: Analog. Date display at the 3 o'clock position. Omega Calibre 2500 Automatic movement, based upon ETA 2892-A2, containing 27 Jewels, bitting at 25200 vph, and has a power reserve of approximately 48 hours. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 39.5 mm, case thickness: 13 mm. Band width: 21.6 mm. Buckle clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second, chronometer. De Ville Prestige Series. Luxury watch style. Watch label: Swiss Made. Pre-owned Omega De Ville Prestige Automatic Chronometer Silver Dial Men's Watch 424.13.40.20.02.001.",Mens,Watches,3001.99,2495.0,3750.0
SimpleProduct,Invicta Pro Diver Automatic Silver Dial Men's Watch 2299,Invicta,IN_STOCK,Invicta 2299 Mens,"Stainless steel case with a stainless steel bracelet. Uni-directional rotating stainless steel bezel. Silver dial with luminous hands and index hour markers. Arabic numeral minute markers (at 5 minute intervals). Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. SII caliber NH35A automatic movement, containing 24 Jewels, bitting at 21600 vph, and has a power reserve of approximately 41 hours. Scratch resistant reflective mineral crystal. Transparent case back. Round case shape. Case size: 49 mm. Case thickness: 15 mm. Band width: 22 mm. Band length: 10 inches. Fold over clasp with a safety release. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second. Additional Info: calendar. Pro Diver Series. Casual watch style. Invicta Pro Diver Automatic Silver Dial Men's Watch 2299.",Mens,Watches,310.99,100.99,375.0
SimpleProduct,Certina DS-2 Precidrive Quartz Black Dial Black Leather Men's Watch C024.410.16.051.01,Certina,OUT_OF_STOCK,Certina C024.410.16.051.01 Mens,"Stainless steel case with a black leather strap. Fixed stainless steel bezel. Black dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands. Date display at the 6 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case diameter: 40 mm. Round case shape. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Certina DS-2 Precidrive Quartz Black Dial Black Leather Men's Watch C024.410.16.051.01.",Mens,Watches,349.99,174.99,495.0
SimpleProduct,18K Yellow Gold 2/3 Cttw Round Bezel Diamond and 25mm Ball Shaped Yellow Citrine Gemstone Dangle Stud Earring,Haus Of Brilliance,IN_STOCK,Haus of Brilliance 020441EN50 Ladies,These 18k yellow gold dangle earrings possess a great movement that twinkles in the light as you move about and flash your style. Stationed at the top of the upper dangle and at the very bottom are two round heat-treated brown diamonds within secure bezel settings. The chain dazzled with round white diamonds likewise nested within a secure bezel setting. A heat-treated yellow 25mm ball citrine gemstone completes the look in a drilled setting. The diamonds total 2/3 cttw with an approximate Brown and G-H Color with SI1-SI2 Clarity. Push back findings secure these pierced earrings in your ear for safe all day wearing.,Womens,Jewelry,8605.99,4874.99,9750.0
GroupedProduct,Tom Ford Neroli Portofino Unisex EDP,,OUT_OF_STOCK,,,Unisex,,35.99,35.99,0.0
SimpleProduct,Lalique Figure Butterfly Rosee Green Crystal 12180,Lalique,OUT_OF_STOCK,Lalique 12180,This art glass is hand made by the masters at Lalique in France. Height: 3 1/7 inches or 80 mm. Length: 3 4/7 inches or 91 mm. W:91mm H:80mm ep:34mm,Unisex,Crystal & Figurines,254.99,204.99,275.0
SimpleProduct,Longines Symphonette Diamond Ladies Watch L2.306.4.87.0,Longines,OUT_OF_STOCK,Longines L2.306.4.87.0 Ladies,"Stainless steel case with a black leather strap. Fixed stainless steel bezel. White mother of pearl dial with silver-tone hands and diamond hour markers. Dial Type: Analog. Small seconds sub-dial. Longines calibre L176 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Oval case shape. Case dimensions: 21.9 mm x 34 mm. Band width: 11 mm. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, small second. Symphonette Series. Dress watch style. Watch label: Swiss Made. Longines Symphonette Diamond Ladies Watch L2.306.4.87.0.",Womens,Watches,1065.99,726.0,1650.0
SimpleProduct,Pre-owned Breitling Bentley Chronograph Automatic Chronometer Silver Dial Men's Watch H44363,Breitling,IN_STOCK,Breitling H44363 Mens,"Rose gold-tone 18kt rose gold case with a blue leather strap. Bi-directional rotating rose gold-tone 18kt rose gold bezel. Silver-tone dial with rose gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 12 o'clock position. Chronograph - three sub-dials displaying:  60 second, 30 minute and 12 hour. Breitling Calibre 44 Automatic movement, based upon ETA 2892-A2, containing 21 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 48 mm, case thickness: 17 mm. Band width: 22 mm. Fold over clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, big date, hour, minute, second, chronometer. Bentley Series. Luxury watch style. Watch label: Swiss Made. Pre-owned Breitling Bentley Chronograph Automatic Chronometer Silver Dial Men's Watch H44363.",Mens,Watches,19318.0,19318.0,19318.0
SimpleProduct,Tissot Quickster NBA Phoenix Suns Chronograph Men's Watch T0954171703734,Tissot,OUT_OF_STOCK,Tissot T095.417.17.037.34 Mens,"Stainless steel case with a brown white and orange nylon NATO strap. Fixed stainless steel bezel with a black top ring showing showing tachymeter markings. Silver dial with luminous silver-tone hands and index hour markers. An Arabic numeral appears at the 12 o'clock position. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 4 o'clock position. Chronograph - three sub-dials displaying: 60 second, 30 minute and 12 hour. ETA Caliber G10.211 quartz movement. Scratch resistant sapphire crystal. Solid case back. Case size: 42 mm. Case thickness: 10.72 mm. Round case shape. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, date, hour, minute, second, tachymeter. Sport watch style. Watch label: Swiss Made. Tissot Quickster NBA Phoenix Suns Chronograph Men's Watch T0954171703734.",Mens,Watches,332.99,199.99,395.0
SimpleProduct,Tissot Lovely Giraffe Quartz Diamond Silver Dial Ladies Watch T058.109.17.036.00,Tissot,IN_STOCK,Tissot T058.109.17.036.00 Ladies,"Silver-tone stainless steel case with a two-tone (white and brown) leather strap. Fixed silver-tone stainless steel bezel. Silver dial with silver-tone hands and index-diamond hour markers. Dial Type: Analog. ETA Caliber 901.001 quartz movement. Scratch resistant sapphire crystal. Solid case back. Cushion case shape, case size: 20 mm, case thickness: 7.1 mm. Band width: 9 mm. Buckle clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Lovely Series. Dress watch style. Watch label: Swiss Made. Tissot Lovely Giraffe Quartz Diamond Silver Dial Ladies Watch T058.109.17.036.00.",Womens,Watches,250.99,96.0,375.0
GroupedProduct,Benetton Colors Green Mens EDT,,OUT_OF_STOCK,,,Unisex,,41.99,12.99,0.0
SimpleProduct,Longines La Grande Classique Sunray Blue Dial Men's Watch L4.766.4.95.6,Longines,IN_STOCK,Longines L4.766.4.95.6 Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Sunray blue dial with polished silver-tone hands and index hour markers. Dial Type: Analog. Longines Calibre L420 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 37 mm. Case thickness: 5 mm. Bracelet width: 19 mm. Fold over clasp with a push button release. Water resistant at 30 meters / 100 feet. Functions: hour, minute. La Grande Classique De Longines Series. Dress watch style. Watch label: Swiss Made. Longines La Grande Classique Sunray Blue Dial Men's Watch L4.766.4.95.6.",Mens,Watches,1035.99,799.0,1300.0
