product_type,name,brandName,stockStatus,description.short,description.complete,genderLabel,department,pricing.regularPrice.value,pricing.finalPrice.value,pricing.retailPrice.value
ConfigurableProduct,Balmain Intarsia-Knit Logo Sleeveless Vest,Balmain,IN_STOCK,Balmain DF1AB354KE95-BLANC/ ROSE PALE Ladies,"Balmain Ladies Tops. Fashion category: T-Shirts & Henleys. SKU: DF1AB354KE95-BLANC/ ROSE PALE. Color: Blanc/ Rose Pâle. Balmain Intarsia-Knit Logo Sleeveless Vest. This vest features an intarsia-knit logo, striped edges, a crew neck, sleeveless design, and a straight hem. 53% Wool, 35% Cotton, 12% Polyamide. Made in France.",Womens,Clothing,950.6,950.6,1300.0
SimpleProduct,Tresorra 14K White Gold Angel Wing Necklace,Tresorra,IN_STOCK,Tresorra 67079 Unisex,14K White Gold Angel Wing Necklace Tresorra Unisex Necklaces. SKU: 67079. Color: Yellow. Metal Type: Gold. Metal Stamp: 14k. Metal Weight: 1.3g. Gem stone type: None. Necklace style: Fashion. Chain type: Cable. Closure type: Spring Ring. Tresorra 14K White Gold Angel Wing Necklace.,Unisex,Jewelry,714.99,309.99,1000.0
ConfigurableProduct,Bally Organic Cotton Pique Polo Shirt,Bally,IN_STOCK,Bally MJE02WU375 Mens,"Bally Men's Tops. Fashion category: Shirts & Blouses. SKU: MJE02WU375. Color: Dusty. Bally Organic Cotton Pique Polo Shirt. This polo shirt is crafted from organic cotton pique and features tonal weave stitching and a subtle embroidered logo on the front. Designed with a classic polo collar, short front button fastening with mother-of-pearl buttons, short sleeves with ribbed cuffs, and a straight hem for a clean, refined look.",Mens,Clothing,208.99,144.99,260.0
SimpleProduct,Christofle Sterling Silver Albi Dessert Spoon 1407-014,Christofle,IN_STOCK,Christofle 1437014,Christofle Sterling Silver Albi Dessert Spoon 1407-014  .,Unisex,Flatware & Tableware,209.99,198.25,248.0
SimpleProduct,Le Vian Ladies Blueberry Zircon Bracelets set in 14K Vanilla Gold,Le Vian,IN_STOCK,Le Vian JLB433BZD Ladies,"Le Vian Bolo Bracelet featuring 5 1/2 cts. Blueberry Zircon, 1/6 cts. Vanilla Diamonds set in 14K Vanilla Gold Le Vian Ladies Bracelets. Blueberry Zircon series. SKU: JLB433BZD. Barcode: 886589926036. Color: White. Metal Type: Gold. Metal Stamp: 14k. Gem stone type: Zircon. Stone weight: 5.5ct. Number of stones: 12. Stone shape: Oval. Stone color: Blue. Bracelet style: Fashion. Chain type: Rope. Closure type: Slide Lock. Le Vian Ladies Blueberry Zircon Bracelets set in 14K Vanilla Gold.",Womens,Jewelry,2876.99,1074.99,3678.0
SimpleProduct,Pre-owned Cartier Tank Silver Dial Men's Watch WSTA0053,Cartier,IN_STOCK,Cartier WSTA0053 Mens,"Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. Silver dial with blued-steel sword-shaped hands and Roman numeral hour markers. Minute markers around an inner ring. Dial Type: Analog. Date display at the 6 o'clock position. Cartier Calibre 1847 MC Automatic movement, containing 23 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Push / pull set with a blue cabochon crown. Solid case back. Rectangle case shape, case size: 41 mm x 31 mm, case thickness: 8.4 mm. Deployment with push button release clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Tank Series. Luxury watch style. Watch label: Swiss Made. Pre-owned Cartier Tank Silver Dial Men's Watch WSTA0053.",Mens,Watches,4711.99,4148.0,5350.0
SimpleProduct,Tag Heuer Aquaracer Quartz White Dial Ladies Watch WBP1411-BA0622,Tag Heuer,IN_STOCK,Tag Heuer WBP1411.BA0622 Ladies,"Stainless steel case with a stainless steel bracelet. Uni-directional rotating stainless steel bezel. White dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Quartz movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Dodecagon case shape. Case size: 30 mm. Deployment clasp with a push button release. Water resistant at 200 meters / 660 feet. Functions: hour, minute, second. Additional Info: original box, manual (complete accessories). Aquaracer Series. Luxury watch style. Watch label: Swiss Made. Tag Heuer Aquaracer Quartz White Dial Ladies Watch WBP1411-BA0622.",Womens,Watches,1629.99,1400.0,1950.0
ConfigurableProduct,Michael Kors Empire Logo Saylor Slide Sandals,Michael Kors,IN_STOCK,Michael Kors 40S4SYFS1Y-886 Ladies,"Michael Kors Ladies Sandals. SKU: 40S4SYFS1Y-886. Color: Red. Michael Kors Empire Logo Saylor Slide Sandals. The Saylor slides, crafted with a two-tone finish, boast a sleek profile and a woven version of the brand's Empire Logo print, featuring a round open toe, branded footbed, flat rubber sole, and slip-on design. 53.2% cotton, 46.8% polyester. <br/><br/><b>Please visit the brand website for sizing information.</b>",Womens,Shoes,89.99,59.99,115.0
SimpleProduct,Chanel J12 Ladies Watch H2563,Chanel,OUT_OF_STOCK,Chanel H2563 Ladies,"Gunmetal titanium case with a gunmetal titanium ceramic bracelet. Fixed gunmetal bezel with diamond set. Powder-pink dial with silver-tone hands and Arabic-diamond numerals hour markers. Dial Type: Analog. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 33 mm. Water resistant at 50 meters / 165 feet. Functions: hour, minute, second. J12 Series. Luxury watch style. Watch label: Swiss Made. Chanel J12 Ladies Watch H2563.",Womens,Watches,10663.99,7995.0,12800.0
SimpleProduct,Alpina Avalanche Extreme Black Dial Ladies Watch 240MPBD3FBAEDC6,Alpina,OUT_OF_STOCK,Alpina AL-240MPBD3FBAEDC6 Ladies,"Ceramic case with a black rubber strap. Black mother of pearl dial with silver-tone hands and dots hour markers. Dial Type: Analog. Quartz movement. Solid case back. Case diameter: 45 mm. Round case shape. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute. Luxury watch style. Alpina Avalanche Extreme Black Dial Ladies Watch 240MPBD3FBAEDC6.",Womens,Watches,2013.99,798.0,2995.0
SimpleProduct,Dior 30MONTAIGNE S7U Smoke Square Ladies Sunglasses CD40101U 01A 61,Dior,IN_STOCK,Dior CD40101U 01A 61 Ladies,Dior Sunglasses. Series 30MONTAIGNE S7U. Series number: CD40101U. Color code: 01A. Shape: Square. Lens Width: 61 mm. Lens Bridge: 14 mm. Arm Length: 135 mm. 100% UV protection. Non-Polarized. Frame Material: Metal. Frame Color: Shiny Black. Lenses Type: Smoke. Rim Style: Semi-Rimless. UPC/EAN code: 192337151392. Dior 30MONTAIGNE S7U Smoke Square Ladies Sunglasses CD40101U 01A 61. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Womens,Sunglasses,523.99,439.99,610.0
SimpleProduct,Burberry Pillow Checked Messenger Bag - Ivy,Burberry,IN_STOCK,Burberry 8083291 Mens,"Burberry Men's Crossbody. SKU: 8083291. Barcode: 5045705286460. Closure Type: Flap. Color: Ivy. Size: W 29cm x H 27cm x D 14cm. Burberry Pillow Checked Messenger Bag - Ivy. The Pillow messenger bag features a padded design adorned with the iconic Vintage Check pattern. Accentuated by the signature Equestrian Knight motif and an embroidered logo on the adjustable shoulder strap, it exudes timeless elegance. The bag is finished with a foldover top, a secure B-cut clasp fastening, a spacious main compartment, and silver-tone hardware for a refined touch. Polyester 92%, Polyurethane 8% Made in Italy.",Mens,Bags,934.99,469.99,1180.0
SimpleProduct,Heritor Hannibal Black Open Heart Dial Black Leather Men's Watch HR4102,Heritor,IN_STOCK,Heritor HR4102 Mens,"Stainless steel case with a black (croco-embossed) leather strap. Fixed stainless steel bezel. Black (open heart) dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Two multi-function sub-dials displaying:  day of the week and date. Automatic movement with a 42-hour power reserve. Scratch resistant sapphire-coated mineral crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 44 mm. Case thickness: 15 mm. Band width: 22 mm. Tang clasp. Water resistant at 50 meters / 165 feet. Functions: date, day, hour, minute, second. Additional Info: average gain/loss rate: +/- 45 seconds per day. Hannibal Series. Casual watch style. Heritor Hannibal Black Open Heart Dial Black Leather Men's Watch HR4102.",Mens,Watches,1127.99,289.99,1800.0
SimpleProduct,Cartier Ballon Bleu de Cartier Extra-Large Watch W6920055,Cartier,OUT_OF_STOCK,Cartier W6920055 Mens,"18kt white gold case with a black alligator-skin leather strap. Fixed 18kt white gold bezel. Silvered dial with blue sword-shaped hands and Roman numeral hour markers. Minute markers around an inner ring. Dial Type: Analog. Mechanical (manual wind) movement with a 40-hour power reserve. Scratch resistant sapphire crystal. 18kt white gold crown with blue sapphire cabochon. Solid case back. Case diameter: 46 mm. Case thickness: 7.05 mm. 18kt white gold tang clasp. Water resistant at 30 meters (100 feet). Functions: hour, minute. Luxury watch style. Watch label: Swiss Made. Cartier Ballon Bleu de Cartier Extra-Large Watch W6920055.",Mens,Watches,23039.99,12995.0,25700.0
SimpleProduct,Longines Master Collection 18kt Rose Gold Automatic Men's Watch L2.714.8.78.3,Longines,OUT_OF_STOCK,Longines L2.714.8.78.3 Mens,"18kt rose gold case with a brown leather strap. Fixed gold-tone bezel. Silver-tone dial with blue hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Four - retrograde date, retrograde day, retrograde 24 hour, power reserve indicator subdials. Longines Calibre L697 automatic movement with a 48-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Case size: 41 mm. Round case shape. Deployant buckle clasp. Water resistant at 30 meters / 100 feet. Functions: retrograde, date, day, second time zone, hour, minute, small second, power reserve indicator. Luxury watch style. Watch label: Swiss Made. Longines Master Collection 18kt Rose Gold Automatic Men's Watch L2.714.8.78.3.",Mens,Watches,8248.99,4975.0,10350.0
SimpleProduct,Audemars Piguet Tradition Perpetual Calendar Minute Repeater Silver Dial Men's Watch 26052BCOOD092CR01,Audemars Piguet,IN_STOCK,Audemars Piguet 26052BC.OO.D092CR.01 Mens,"18kt white gold case with a brown leather strap. Fixed 18kt white gold bezel. Silver dial with gold-tone hands and Arabic hour markers. Minute markers around the outer rim. Dial Type: Analog. Perpetual calendar. Four sub-dials displaying:  60 second/moonphase, month, day of the week and date. Audemars Piguet Calibre 2855 Hand Wind movement, containing 29 Jewels, composed of 417 parts, bitting at 18000 vph, and has a power reserve of approximately 30 hours. Scratch resistant sapphire crystal. Pull / push crown. Skeleton transparent case back. Cushion case shape, case size: 50 mm, case thickness: 10.7 mm. 18kt white gold fold over clasp. Functions: hour, minute, second, perpetual calendar, moonphase, month. Tradition Perpetual Calendar Minute Repeater Series. Luxury watch style. Watch label: Swiss Made. Item Variations: 26052BC OO D092CR 01, 26052BC-OO-D092CR-01, 26052BCOOD092CR01. Audemars Piguet Tradition Perpetual Calendar Minute Repeater Silver Dial Men's Watch 26052BCOOD092CR01.",Mens,Watches,504778.99,392400.0,523200.0
SimpleProduct,100 Bon Unisex Mini Set Gift Set Fragrances 746480204797,100 Bon,IN_STOCK,100 Bon 746480204797 Unisex,"<p>Discover the world of fine French fragrance with the 100 Bon Mini Set. Crafted by the niche fragrance brand 100 Bon, based in France, this unisex gift set is a perfect introduction to luxurious scents designed for everyday elegance. The Mini Set includes two .5 oz pen sprays—L’EAU DU PARC and DAVANA & VANILLE BOURBON—delivering a unique blend of natural sophistication in compact, travel-friendly bottles.</p>\n\n<p>As a unisex fragrance collection, the 100 Bon Mini Set is thoughtfully created to suit every personality and style. L’EAU DU PARC offers a refreshing and vibrant aroma, while DAVANA & VANILLE BOURBON delivers a warm and comforting scent, making this set ideal for any mood or occasion. Whether you're exploring new fragrances or searching for the perfect gift, this set delivers variety and elegance in one sleek package.</p>\n\n<p>Packaged beautifully and designed for convenience, each pen spray fits easily into a bag or pocket, making it simple to refresh your scent during the day. As a product from a trusted French perfumery dedicated to clean, eco-conscious ingredients, the 100 Bon Mini Set blends quality with mindful luxury.</p>\n\n<p>Barcode: 746480204797. Please note: This item is only available for shipment within the Contiguous United States & Canada.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Unisex,Fragrances,30.99,14.99,38.0
GroupedProduct,Benetton Tribu Ladies EDT,,OUT_OF_STOCK,,,Unisex,,39.99,33.99,0.0
SimpleProduct,Hublot Classic Fusion Automatic Skeleton Dial Men's Watch 517.CX.0170.LR,Hublot,IN_STOCK,Hublot 517.CX.0170.LR Mens,"Black ceramic case with a black rubber strap with a stiched black (alligator) leather top. Fixed black ceramic bezel. Skeleton dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Day of the week and month display above the center dial. Three sub-dials displaying:  month, day of the week and date / moonphase. Hublot calibre HUB1131 automatic movement, containing 25 Jewels, composed of 134 parts, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 45 mm. Band width: 25 mm. Deployment clasp. Water resistant at 50 meters / 165 feet. Functions: moon phase, month, date, day, hour, minute, second. Classic Fusion Aerofusion Series. Luxury watch style. Watch label: Swiss Made. Hublot Classic Fusion Automatic Skeleton Dial Men's Watch 517.CX.0170.LR.",Mens,Watches,17382.99,13500.0,18900.0
SimpleProduct,Audemars Piguet Royal Oak Leo Messi Automatic Chronograph Stainless Steel Men's Watch 26325TS.OO.D005CR.01,Audemars Piguet,OUT_OF_STOCK,Audemars Piguet 26325TS.OO.D005CR.01 Mens,"Stainless steel case with an anthracite alligator leather strap. Fixed bezel. Anthracite dial with silver-tone hands and stick hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display between 4 and 5 o'clock positions. Chronograph - three sub-dials displaying: 60 second, 30 minute and 12 hour. Automatic movement with 40 hour power reserve. Caliber 2385 engine. Scratch resistant sapphire crystal. Solid case back. Case diameter: 41 mm. Octagon case shape. Deployment clasp with push button. Water resistant at 50 meters / 165 feet. Functions: chronograph, date, hour, minute, second. Luxury watch style. Watch label: Swiss Made. Audemars Piguet Royal Oak Leo Messi Automatic Chronograph Stainless Steel Men's Watch 26325TS.OO.D005CR.01.",Mens,Watches,30492.0,30492.0,30800.0
SimpleProduct,Burberry B Cut Continental Wallet,Burberry,IN_STOCK,Burberry 8085282 Mens,"Burberry Men's Wallets. SKU: 8085282. Barcode: 5045705574932. Color: Lake. Burberry B Cut Continental Wallet. Crafted from pebbled calf leather, this bi-fold wallet features a silver-tone logo plaque, debossed internal logo, multiple card slots, note compartments, and an internal zip-fastening pocket.",Mens,Bags,639.99,468.0,720.0
SimpleProduct,Citizen Chronograph Grey Dial Men's Watch AN8030-58F,Citizen,OUT_OF_STOCK,Citizen AN8030-58F Mens,"Stainless steel case with a stainless steel bracelet. Uni-directional rotating black ion-plated bezel. Grey dial with luminous silver-tone hands and index hour markers. Minute markers. Tachymeter markings around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between the 4 and 5 o'clock positions. Chronograph - three sub-dials displaying: 60 seconds, 60 minutes, and 24 hours. Quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape. Case size: 43 mm. Case thickness: 13 mm. Band width: 20 mm. Band length: 8.5 inches. Fold over clasp with a safety release. Water resistant at 100 meters / 330 feet. Functions: chronograph, date, hour, minute, second. Casual watch style. Watch label: Japan Movt. Citizen Chronograph Grey Dial Men's Watch AN8030-58F.",Mens,Watches,192.99,89.99,295.0
SimpleProduct,Pre-owned Cartier Pasha Transparent Dial Men's Watch WHPA0007,Cartier,IN_STOCK,Cartier WHPA0007 Mens,"Pre-owned Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. Transparent dial with blued-steel sword-shaped hands and Arabic numeral & index hour markers. Minute scale around the inner rim. Dial Type: Analog. Cartier Calibre 9624 MC Automatic movement, containing 28 Jewels, composed of 172 parts, bitting at 28800 vph, and has a power reserve of approximately 48 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 41 mm, case thickness: 11 mm. Band width: 21 mm, band length: 7.75 inches. Deployment with push button release clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, second. Pasha Series. Luxury watch style. Watch label: Swiss Made. Cartier Pasha Automatic Men's Watch WHPA0007.",Mens,Watches,27548.99,25368.0,29000.0
ConfigurableProduct,Michael Kors Nori Leather Ballet Flats,Michael Kors,IN_STOCK,Michael Kors 40F3NRFP1L-602 Ladies,"Michael Kors Ladies Flats. SKU: 40F3NRFP1L-602. Color: Red. Michael Kors Nori Leather Ballet Flats. The Nori ballet flat is an elegant, slip-on shoe crafted from ultra-smooth, 100% leather with a polyurethane blend lining, featuring a bow at the almond toe accented with minimal hardware, and a rubber sole. 100% Leather. <br/><br/><b>Please visit the brand website for sizing information.</b>",Womens,Shoes,139.99,73.98,210.0
SimpleProduct,Frederique Constant Automatic Silver Dial Men's Watch FC-680AS3H6,Frederique Constant,OUT_OF_STOCK,Frederique Constant FC-680AS3H6 Mens,"Stainless steel case with a dark brown leather strap. Fixed stainless steel bezel. Silver dial with a skeletal window with black hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Retograde seconds sub-dial. Frederique Constant calibre FC-680 automatic movement. Scratch resistant sapphire crystal. Transparent case back. Case size: 38 mm. Case thickness: 10.5 mm. Round case shape. Tang clasp. Water resistant at 60 meters / 200 feet. Functions: hour, minute, retrograde second. Dress watch style. Watch label: Swiss Made. Frederique Constant Automatic Silver Dial Men's Watch FC-680AS3H6.",Mens,Watches,3622.99,1499.0,5400.0
SimpleProduct,Baume et Mercier Clifton Chronograph Black Dial Men's Watch MOA10212,Baume Et Mercier,OUT_OF_STOCK,Baume et Mercier A10212 Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Black dial with silver-tone hands and Arabic numeral and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Day of the week and date display at the 3 o'clock position. Chronograph - three sub-dials displaying: 60 second, 30 minute and 12 hour. Automatic movement with a 48-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 43 mm. Case thickness: 14.95 mm. Band width: 17.8 mm. Band length: 7 inches. Deployment clasp with a push button release. Water resistant at 50 meters / 165 feet. Functions: power reserve 48 hours. Dress watch style. Watch label: Swiss Made. Baume et Mercier Clifton Chronograph Black Dial Men's Watch MOA10212.",Mens,Watches,3202.99,1795.0,3950.0
SimpleProduct,Glashutte PanoMaticLunar Automatic Green Dial Men's Watch 1-90-02-23-35-01,Glashutte Original,IN_STOCK,Glashutte Original 1-90-02-23-35-01 Mens,"18kt rose gold case with a green (louisiana alligator) leather strap. Fixed 18kt rose gold bezel. Gradient green dial with luminous rose gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands. Date display between the 4 and 5 o'clock positions. Two sub-dials displaying:  small second and moonphase. Glashutte calibre 90-02 automatic movement, containing 47 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Round case shape. Case size: 40 mm. Case thickness: 12.7 mm. Band width: 20 mm. Fold over clasp. Water resistant at 50 meters / 165 feet. Functions: moon phase, big date, hour, minute, small second. Additional Info: original box, manual (complete accessories). Panomaticlunar Series. Luxury watch style. Watch label: Made in Germany. Glashutte PanoMaticLunar Automatic Green Dial Men's Watch 1-90-02-23-35-01.",Mens,Watches,18048.99,16100.0,21800.0
SimpleProduct,Rolex Submariner Diamond Silver-tone Dial Men's Watch 116659SABR,Rolex,IN_STOCK,Rolex 116659SABR Mens,"18kt white gold case with a silver-tone 18kt white gold bracelet. Fixed blue diamond set bezel. Silver-tone dial with diamond hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Rolex Calibre 3135 automatic movement with a 48-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape. Case size: 40 mm. Oysterlock clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second, chronometer. Dive watch style. Watch label: Swiss Made. Rolex Submariner Automatic Chronometer Diamond Silver Dial Men's Watch 116659SABR.",Mens,Watches,230800.0,230800.0,230800.0
SimpleProduct,Coach Ladies Poppy Gift Set Fragrances 3386460123334,Coach,IN_STOCK,Coach 3386460123334 Ladies,"<p>Introducing the enchanting Coach Ladies Poppy Gift Set, a fragrance that captivates and charms with its unique blend of freshness and sweetness, perfect for the modern woman. Launched in 2010 by the esteemed design house of Coach, this fragrance is a testament to elegance and sophistication. With a barcode of 3386460123334, this exquisite 2 piece set includes a 3.3oz Eau de Parfum Spray and a 3.3oz Body Lotion, designed exclusively for women who appreciate the finer things in life.</p>\n\n<p>The top notes of Cucumber, Mandarin, and Freesia buds open up this fragrance with a burst of fresh and invigorating scents, leading the way for a heart filled with the delicate aromas of Jasmine, Pink water lily, Southern gardenia, and Red candied rose petals, further sweetened by a Creme brulee accord that adds an irresistible allure. The base notes of Cedar wood, Sandalwood, Vanilla, and Marshmallow create a warm and comforting foundation, ensuring this fragrance leaves a lasting impression.</p>\n\n<p>Coach Poppy is more than just a perfume; it's an expression of femininity and grace. Its meticulously crafted scent profile is ideal for the lady who is bold yet elegant, making it a perfect addition to any occasion, day or night. Whether it's a gift for a loved one or a treat for yourself, the Coach Ladies Poppy Gift Set is a choice that encapsulates the essence of luxury and charm. Embrace the delightful experience it offers and let the enchanting aroma of Poppy by Coach elevate your senses.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Womens,Fragrances,81.99,42.99,99.0
GroupedProduct,DKNY 24/7 Ladies EDP,,OUT_OF_STOCK,,,Unisex,,61.99,34.99,0.0
SimpleProduct,Declare Ladies Probiotic Skin Solution (Tester) Gift Set Skin Care 746480176261,Declare,IN_STOCK,Declare 746480176261 Ladies,Design house: Declare. Gender: Ladies. Category: Skin Care. Collection: Probiotic Skin Solution. SubType: Gift Set. Barcode: 746480176261. Gentle Cleanse / Regeneration Cream / Anti Wrinkle Concentrate. Declare Ladies Probiotic Skin Solution (Tester) Gift Set Skin Care 746480176261.,Womens,Skincare,154.99,64.99,195.0
SimpleProduct,Hamilton Ventura Elvis80 Black Dial Shield-Shaped Men's Watch H24551131,Hamilton,OUT_OF_STOCK,Hamilton H24551131 Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Black dial with luminous silver-tone dauphine-style shape hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. ETA caliber F06.111 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Shield case shape. Case dimensions: 44.6 mm x 42.5 mm. Case thickness: 10 mm. Fold over clasp with a safety release. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Luxury watch style. Watch label: Swiss Made. Hamilton Ventura Elvis80 Black Dial Shield-Shaped Men's Watch H24551131.",Mens,Watches,894.99,769.0,1095.0
SimpleProduct,Rosendo Mateu Unisex Incense Wood EDP 3.3 oz Fragrances 8436018276380,Rosendo Mateu,IN_STOCK,Rosendo Mateu 8436018276380 Unisex,"<p>Experience the captivating allure of Rosendo Mateu's Incense Wood, a unisex fragrance launched in 2020 that transcends ordinary scents. Crafted by the renowned niche fragrance brand, Rosendo Mateu, this exquisite EDP spray is meticulously designed to enchant your senses.</p>\n\n<p>Incense Wood belongs to the Amber Woody fragrance family, offering a rich and aromatic blend that is both warm and inviting. The top notes set the stage with a tantalizing mix of Ceylon cinnamon, cardamom, Madagascar cloves, bergamot, and citruses, creating an invigorating opening that captures your attention instantly.</p>\n\n<p>As the scent evolves, the heart notes of incense, sandalwood, palisander rosewood, and patchouli leaf emerge, adding depth and complexity. These elements intertwine seamlessly, producing a harmonious and sophisticated middle layer that embodies elegance and refinement.</p>\n\n<p>The base notes of vanilla, tonka bean, amber, labdanum, musk, and white musk provide a lasting and memorable finish. This combination enriches the fragrance with a creamy, sensual warmth that lingers on the skin, making it perfect for any occasion.</p>\n\n<p>Rosendo Mateu's Incense Wood comes in a 3.3 oz bottle, making it an ideal choice for those who appreciate luxury and quality. With its unique blend of exotic and comforting notes, this unisex fragrance is a true testament to the artistry and expertise of the design house.</p>\n\n<p>Indulge in the sophisticated charm of Rosendo Mateu Incense Wood EDP. This fragrance is available for shipment exclusively within the Contiguous United States and Canada. Barcode: 8436018276380.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Unisex,Fragrances,186.99,134.99,225.0
SimpleProduct,AMOUR 8-9mm White Freshwater Cultured Pearl and 1 1/3CT TGW Created White Sapphire Flower Pendant with Chain In Sterling Silver,Amour,IN_STOCK,Amour JMS009622 Ladies,"This pearl flower halo necklace is crafted in sterling silver and features a single cultured freshwater pearl at the center of its 15 round-cut, pave-set created white sapphires in a unique floral design. Enhanced with a high polish finish, this pendant is hung on a cable chain and secured with a spring ring clasp. This stunning necklace is the perfect addition to any jewelry collection.",Womens,Jewelry,124.99,70.99,165.0
SimpleProduct,Paul Picot C-Type Automatic Chronometer Black Dial Men's Watch P4118.SNGNN3016,Paul Picot,IN_STOCK,Paul Picot P4118.SNGNN3016 Mens,"Silver-tone stainless steel case with a black rubber strap. Uni-directional rotating black stainless steel bezel. Black dial with silver-tone hands and index hour markers. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Paul Picot Calibre PP 1400 automatic movement with a 42-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 43 mm, case thickness: 12.5 mm. Band width: 22 mm, band length: 8 inches. Deployment with push button release clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second, chronometer. Additional Info: hours, minutes, seconds, date. C-type Series. Luxury watch style. Watch label: Swiss Made. Paul Picot C-Type Automatic Chronometer Black Dial Men's Watch P4118.SNGNN3016.",Mens,Watches,1375.0,1375.0,4200.0
SimpleProduct,Patek Philippe Perpetual Calendar 18kt Rose Gold Brown Leather Men's Watch 5159R-001,Patek Philippe,OUT_OF_STOCK,Patek Philippe 5159R-001 Mens,"18kt rose gold case with a brown crocodile leather strap. Fixed 18kt rose gold bezel. White opaline dial with black-toned spade-shaped hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Perpetual calendar. One subdial displaying: moonphase. Patek Philippe Calibre 324 S QR Automatic movement, containing 30 Jewels, composed of 361 parts, bitting at 28800 vph, and has a power reserve of approximately 45 hours. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 38 mm, case thickness: 11.79 mm. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: perpetual calendar, moon phase, leap year, date, day, hour, minute, second. Perpetual Calendar Series. Luxury watch style. Watch label: Swiss Made. Item Variations: 5159R 001, 5159R.001, 5159R001. Patek Philippe Perpetual Calendar 18kt Rose Gold Brown Leather Men's Watch 5159R-001.",Mens,Watches,91873.99,73995.0,98200.0
SimpleProduct,Audemars Piguet Royal Oak Quartz Diamond Ladies Watch 67652OR.ZZ.1265OR.01,Audemars Piguet,IN_STOCK,Audemars Piguet 67652OR.ZZ.1265OR.01 Ladies,"18kt rose gold case with a 18kt rose gold with diamonds bracelet. Fixed bezel with diamond set. Diamond pave dial with diamond hour markers. Dial Type: Analog. Month and date display at the 3 o'clock position. AUDEMARS PIGUET Calibre 2713 quartz movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Octagon case shape, case size: 33 mm, case thickness: 7 mm. Deployment clasp. Water resistant at 20 meters / 67 feet. Functions: date, hour, minute. Royal Oak Series. Luxury watch style. Watch label: Swiss Made. Audemars Piguet Royal Oak Quartz Diamond Ladies Watch 67652OR.ZZ.1265OR.01.",Womens,Watches,131320.0,131320.0,134000.0
